// Flagged Items
// <ItemID>,<Flag>
//
// <Flag>:
//  1 - As Dead Branch item (will be logged at `branchlog` table and cannot be used at 'nobranch' mapflag)
//  2 - As item group container, check player's inventory and weight before consumed
//  4 - GUID item, cannot be stacked even same or stackable item
//  8 - Item will be bound item when equipped
// 16 - Special Broadcast: When item dropped by monster and player loot it, will be broadcasted!
// 32 - Item will not be removed on consumption. Also supports 'itemskill'
// 64 - Item will be displayed with a client side defined drop
// 128 - Item will be displayed with a white pillar drop effect
// 256 - Item will be displayed with a blue pillar drop effect
// 512 - Item will be displayed with a yellow pillar drop effect
// 1024 - Item will be displayed with a purple pillar drop effect
// 2048 - Item will be displayed with a orange pillar drop effect
// NOTE: For removing flag by import file, use "-" to remove the flag. Example, 604,-1 will removes flag 1 from Branch_Of_Dead_Tree


//
50034,2     //Yggdrasil_box
50099,2     //Poison's box
60000,2     //Tier_3_shadow_box
60001,2     //Tier_2_shadow_box
60002,2     //Tier_1_shadow_box
60003,2     //shadow_SKILL_box
60005,2     //Aimia_box
50011,2     //Spin2Win_reward_1
50012,2     //Spin2Win_reward_2
50013,2     //Spin2Win_reward_3
60247,2      //OS_BOX
60253,2     //Spin2Win Box
//mvp cards announcement
4144,16
4147,16
4142,16
4132,16
4128,16
4143,16
4137,16
4123,16
4146,16
4131,16
4148,16
4121,16
4135,16
4318,16
4324,16
4168,16
4305,16
4276,16
4134,16
2256,16
4330,16
4263,16
2110,16
4236,16
4302,16
4342,16
4372,16
4357,16
4359,16
4361,16
4363,16
4367,16
4365,16
4352,16
4374,16
4376,16
4399,16
4386,16
4403,16
4407,16
4408,16
4419,16
4425,16
4430,16
4441,16
4145,16
27162,16
4456,16
4169,16
27126,16
6414,16
4507,16
4143,16
4074,16
4144,16
4134,16
4127,16
4132,16
4147,16
4210,16
4419,16
4330,16
4246,16
4374,16
4441,16
4410,16
4407,16
4430,16
4361,16
4359,16
4520,16
4509,16
4525,16
4565,16
4563,16
4561,16
4562,16
4564,16
4560,16
4566,16
4578,16
4576,16
4574,16
4580,16
4592,16
4652,16
4147,16
27164,16
4625,16

// cards
4002,512
4003,512
4004,512
4005,512
4006,512
4007,512
4008,512
4009,512
4010,512
4011,512
4012,512
4013,512
4014,512
4015,512
4016,512
4017,512
4018,512
4019,512
4020,512
4021,512
4022,512
4023,512
4024,512
4025,512
4026,512
4027,512
4028,512
4029,512
4030,512
4031,512
4032,512
4033,512
4034,512
4035,512
4036,512
4037,512
4038,512
4039,512
4040,512
4041,512
4042,512
4043,512
4044,512
4045,512
4046,512
4047,512
4048,512
4049,512
4050,512
4051,512
4052,512
4053,512
4054,512
4055,512
4056,512
4057,512
4058,512
4059,512
4060,512
4061,512
4062,512
4063,512
4064,512
4065,512
4066,512
4067,512
4068,512
4069,512
4070,512
4071,512
4072,512
4073,512
4074,512
4075,512
4076,512
4077,512
4078,512
4079,512
4080,512
4081,512
4082,512
4083,512
4084,512
4085,512
4086,512
4087,512
4088,512
4089,512
4090,512
4091,512
4092,512
4093,512
4094,512
4095,512
4096,512
4097,512
4098,512
4099,512
4100,512
4101,512
4102,512
4103,512
4104,512
4105,512
4106,512
4107,512
4108,512
4109,512
4110,512
4111,512
4112,512
4113,512
4114,512
4115,512
4116,512
4117,512
4118,512
4119,512
4120,512
4121,512
4122,512
4123,512
4124,512
4125,512
4126,512
4127,512
4128,512
4129,512
4130,512
4131,512
4132,512
4133,512
4134,512
4135,512
4136,512
4137,512
4138,512
4139,512
4140,512
4141,512
4142,512
4143,512
4144,512
4145,512
4146,512
4147,512
4148,512
4149,512
4150,512
4151,512
4152,512
4153,512
4154,512
4155,512
4156,512
4157,512
4158,512
4159,512
4160,512
4161,512
4162,512
4163,512
4164,512
4165,512
4166,512
4167,512
4168,512
4169,512
4170,512
4171,512
4172,512
4173,512
4174,512
4175,512
4176,512
4177,512
4178,512
4179,512
4180,512
4181,512
4182,512
4183,512
4184,512
4185,512
4186,512
4187,512
4188,512
4189,512
4190,512
4191,512
4192,512
4193,512
4194,512
4195,512
4196,512
4197,512
4198,512
4199,512
4200,512
4201,512
4202,512
4203,512
4204,512
4205,512
4206,512
4207,512
4208,512
4209,512
4210,512
4211,512
4212,512
4213,512
4214,512
4215,512
4216,512
4217,512
4218,512
4219,512
4220,512
4221,512
4222,512
4223,512
4224,512
4225,512
4226,512
4227,512
4228,512
4229,512
4230,512
4231,512
4232,512
4233,512
4234,512
4235,512
4236,512
4237,512
4238,512
4239,512
4240,512
4241,512
4242,512
4243,512
4244,512
4245,512
4246,512
4247,512
4248,512
4249,512
4250,512
4251,512
4252,512
4253,512
4254,512
4255,512
4256,512
4257,512
4258,512
4259,512
4260,512
4261,512
4262,512
4263,512
4264,512
4265,512
4266,512
4267,512
4268,512
4269,512
4270,512
4271,512
4272,512
4273,512
4274,512
4275,512
4276,512
4277,512
4278,512
4279,512
4280,512
4281,512
4282,512
4283,512
4284,512
4285,512
4286,512
4287,512
4288,512
4289,512
4290,512
4291,512
4292,512
4293,512
4294,512
4295,512
4296,512
4297,512
4298,512
4299,512
4300,512
4301,512
4302,512
4303,512
4304,512
4305,512
4306,512
4307,512
4308,512
4309,512
4310,512
4311,512
4312,512
4313,512
4314,512
4315,512
4316,512
4317,512
4318,512
4319,512
4320,512
4321,512
4322,512
4323,512
4324,512
4325,512
4326,512
4327,512
4328,512
4329,512
4330,512
4331,512
4332,512
4333,512
4334,512
4335,512
4336,512
4337,512
4338,512
4339,512
4340,512
4341,512
4342,512
4343,512
4344,512
4345,512
4346,512
4347,512
4348,512
4349,512
4350,512
4351,512
4352,512
4353,512
4354,512
4355,512
4356,512
4357,512
4358,512
4359,512
4360,512
4361,512
4362,512
4363,512
4364,512
4365,512
4366,512
4367,512
4368,512
4369,512
4370,512
4371,512
4372,512
4373,512
4374,512
4375,512
4376,512
4377,512
